Title,Authors,PDF Link,Year
"The challenge of realistic music generation: modelling raw audio at scale","Sander Dieleman, Aaron van den Oord, Karen Simonyan","https://papers.nips.cc//paper_files/paper/2018/file/3e441eec3456b703a4fe741005f3981f-Paper.pdf","2018"
"Self-training Avoids Using Spurious Features Under Domain Shift","Yining Chen, Colin Wei, Ananya Kumar, Tengyu Ma","https://papers.nips.cc//paper_files/paper/2020/file/f1298750ed09618717f9c10ea8d1d3b0-AuthorFeedback.pdf","2020"
"Fair Hierarchical Clustering","Sara Ahmadian, Alessandro Epasto, Marina Knittel, Ravi Kumar, Mohammad Mahdian, Benjamin Moseley, Philip Pham, Sergei Vassilvitskii, Yuyan Wang","https://papers.nips.cc//paper_files/paper/2020/file/f10f2da9a238b746d2bac55759915f0d-AuthorFeedback.pdf","2020"
"Improving Online Rent-or-Buy Algorithms with Sequential Decision Making and ML Predictions","Shom Banerjee","https://papers.nips.cc//paper_files/paper/2020/file/f12a6a7477077af66212ef0813bcf332-AuthorFeedback.pdf","2020"
"CircleGAN: Generative Adversarial Learning across Spherical Circles","Woohyeon Shim, Minsu Cho","https://papers.nips.cc//paper_files/paper/2020/file/f14bc21be7eaeed046fed206a492e652-AuthorFeedback.pdf","2020"
"WOR and $p$'s: Sketches for $\ell_p$-Sampling Without Replacement","Edith Cohen, Rasmus Pagh, David Woodruff","https://papers.nips.cc//paper_files/paper/2020/file/f1507aba9fc82ffa7cc7373c58f8a613-AuthorFeedback.pdf","2020"
"Hypersolvers: Toward Fast Continuous-Depth Models","Michael Poli, Stefano Massaroli, Atsushi Yamashita, Hajime Asama, Jinkyoo Park","https://papers.nips.cc//paper_files/paper/2020/file/f1686b4badcf28d33ed632036c7ab0b8-AuthorFeedback.pdf","2020"
"Regime Switching Bandits","Xiang Zhou, Yi Xiong, Ningyuan Chen, Xuefeng GAO","https://papers.nips.cc//paper_files/paper/2021/file/240ac9371ec2671ae99847c3ae2e6384-Paper.pdf","2021"
"Log-Likelihood Ratio Minimizing Flows: Towards Robust and Quantifiable Neural Distribution Alignment","Ben Usman, Avneesh Sud, Nick Dufour, Kate Saenko","https://papers.nips.cc//paper_files/paper/2020/file/f169b1a771215329737c91f70b5bf05c-AuthorFeedback.pdf","2020"
"DIFUSCO: Graph-based Diffusion Solvers for Combinatorial Optimization","Zhiqing Sun, Yiming Yang","https://papers.nips.cc//paper_files/paper/2023/file/0ba520d93c3df592c83a611961314c98-Paper-Conference.pdf","2023"
"Escaping the Gravitational Pull of Softmax","Jincheng Mei, Chenjun Xiao, Bo Dai, Lihong Li, Csaba Szepesvari, Dale Schuurmans","https://papers.nips.cc//paper_files/paper/2020/file/f1cf2a082126bf02de0b307778ce73a7-AuthorFeedback.pdf","2020"
"Regret in Online Recommendation Systems","Kaito Ariu, Narae Ryu, Se-Young Yun, Alexandre Proutiere","https://papers.nips.cc//paper_files/paper/2020/file/f1daf122cde863010844459363cd31db-AuthorFeedback.pdf","2020"
"On Convergence and Generalization of Dropout Training","Poorya Mianjy, Raman Arora","https://papers.nips.cc//paper_files/paper/2020/file/f1de5100906f31712aaa5166689bfdf4-AuthorFeedback.pdf","2020"
"Approximation algorithms for stochastic clustering","David Harris, Shi Li, Aravind Srinivasan, Khoa Trinh, Thomas Pensyl","https://papers.nips.cc//paper_files/paper/2018/file/3e60e09c222f206c725385f53d7e567c-Paper.pdf","2018"
"Second Order Optimality in Decentralized Non-Convex Optimization via Perturbed Gradient Tracking","Isidoros Tziotis, Constantine Caramanis, Aryan Mokhtari","https://papers.nips.cc//paper_files/paper/2020/file/f1ea154c843f7cf3677db7ce922a2d17-AuthorFeedback.pdf","2020"
"Implicit Regularization in Deep Learning May Not Be Explainable by Norms","Noam Razin, Nadav Cohen","https://papers.nips.cc//paper_files/paper/2020/file/f21e255f89e0f258accbe4e984eef486-AuthorFeedback.pdf","2020"
"Inexact trust-region algorithms on Riemannian manifolds","Hiroyuki Kasai, Bamdev Mishra","https://papers.nips.cc//paper_files/paper/2018/file/3e9e39fed3b8369ed940f52cf300cf88-Paper.pdf","2018"
"MixACM: Mixup-Based Robustness Transfer via Distillation of Activated Channel Maps","Awais Muhammad, Fengwei Zhou, Chuanlong Xie, Jiawei Li, Sung-Ho Bae, Zhenguo Li","https://papers.nips.cc//paper_files/paper/2021/file/240c945bb72980130446fc2b40fbb8e0-Paper.pdf","2021"
"POMO: Policy Optimization with Multiple Optima for Reinforcement Learning","Yeong-Dae Kwon, Jinho Choo, Byoungjip Kim, Iljoo Yoon, Youngjune Gwon, Seungjai Min","https://papers.nips.cc//paper_files/paper/2020/file/f231f2107df69eab0a3862d50018a9b2-AuthorFeedback.pdf","2020"
"Uncertainty-aware Self-training for Few-shot Text Classification","Subhabrata Mukherjee, Ahmed Awadallah","https://papers.nips.cc//paper_files/paper/2020/file/f23d125da1e29e34c552f448610ff25f-AuthorFeedback.pdf","2020"
"Learning to Learn with Feedback and Local Plasticity","Jack Lindsey, Ashok Litwin-Kumar","https://papers.nips.cc//paper_files/paper/2020/file/f291e10ec3263bd7724556d62e70e25d-AuthorFeedback.pdf","2020"
"Every View Counts: Cross-View Consistency in 3D Object Detection with Hybrid-Cylindrical-Spherical Voxelization","Qi Chen, Lin Sun, Ernest Cheung, Alan L. Yuille","https://papers.nips.cc//paper_files/paper/2020/file/f2fc990265c712c49d51a18a32b39f0c-AuthorFeedback.pdf","2020"
"Localization, Convexity, and Star Aggregation","Suhas Vijaykumar","https://papers.nips.cc//paper_files/paper/2021/file/2417dc8af8570f274e6775d4d60496da-Paper.pdf","2021"
"Sharper Generalization Bounds for Pairwise Learning","Yunwen Lei, Antoine Ledent, Marius Kloft","https://papers.nips.cc//paper_files/paper/2020/file/f3173935ed8ac4bf073c1bcd63171f8a-AuthorFeedback.pdf","2020"
"A Measure-Theoretic Approach to Kernel Conditional Mean Embeddings","Junhyung Park, Krikamol Muandet","https://papers.nips.cc//paper_files/paper/2020/file/f340f1b1f65b6df5b5e3f94d95b11daf-AuthorFeedback.pdf","2020"
"Quantifying the Empirical Wasserstein Distance to a Set of Measures: Beating the Curse of Dimensionality","Nian Si, Jose Blanchet, Soumyadip Ghosh, Mark Squillante","https://papers.nips.cc//paper_files/paper/2020/file/f3507289cfdc8c9ae93f4098111a13f9-AuthorFeedback.pdf","2020"
"Bootstrap Your Own Latent - A New Approach to Self-Supervised Learning","Jean-Bastien Grill, Florian Strub, Florent Altché, Corentin Tallec, Pierre Richemond, Elena Buchatskaya, Carl Doersch, Bernardo Avila Pires, Zhaohan Guo, Mohammad Gheshlaghi Azar, Bilal Piot, koray kavukcuoglu, Remi Munos, Michal Valko","https://papers.nips.cc//paper_files/paper/2020/file/f3ada80d5c4ee70142b17b8192b2958e-AuthorFeedback.pdf","2020"
"Towards Theoretically Understanding Why Sgd Generalizes Better Than Adam in Deep Learning","Pan Zhou, Jiashi Feng, Chao Ma, Caiming Xiong, Steven Chu Hong Hoi, Weinan E","https://papers.nips.cc//paper_files/paper/2020/file/f3f27a324736617f20abbf2ffd806f6d-AuthorFeedback.pdf","2020"
"Towards Robust Interpretability with Self-Explaining Neural Networks","David Alvarez Melis, Tommi Jaakkola","https://papers.nips.cc//paper_files/paper/2018/file/3e9f0fc9b2f89e043bc6233994dfcf76-Paper.pdf","2018"
"RSKDD-Net: Random Sample-based Keypoint Detector and Descriptor","Fan Lu, Guang Chen, Yinlong Liu, Zhongnan Qu, Alois Knoll","https://papers.nips.cc//paper_files/paper/2020/file/f40723ed94042ea9ea36bfb5ad4157b2-AuthorFeedback.pdf","2020"
"Sample-Efficient Learning of Correlated Equilibria in Extensive-Form Games","Ziang Song, Song Mei, Yu Bai","https://papers.nips.cc//paper_files/paper/2022/file/1a17a06de88cf77f25cda0da91615a54-Paper-Conference.pdf","2022"
"Aligning Silhouette Topology for Self-Adaptive 3D Human Pose Recovery","Ramesha Rakesh Mugaludi, Jogendra Nath Kundu, Varun Jampani, Venkatesh Babu R","https://papers.nips.cc//paper_files/paper/2021/file/242c100dc94f871b6d7215b868a875f8-Paper.pdf","2021"
"Predictive Uncertainty Estimation via Prior Networks","Andrey Malinin, Mark Gales","https://papers.nips.cc//paper_files/paper/2018/file/3ea2db50e62ceefceaf70a9d9a56a6f4-Paper.pdf","2018"
"Efficient Clustering for Stretched Mixtures: Landscape and Optimality","Kaizheng Wang, Yuling Yan, Mateo Diaz","https://papers.nips.cc//paper_files/paper/2020/file/f40ee694989b3e2161be989e7b9907fc-AuthorFeedback.pdf","2020"
"A Group-Theoretic Framework for Data Augmentation","Shuxiao Chen, Edgar Dobriban, Jane Lee","https://papers.nips.cc//paper_files/paper/2020/file/f4573fc71c731d5c362f0d7860945b88-AuthorFeedback.pdf","2020"
"The Statistical Cost of Robust Kernel Hyperparameter Turning","Raphael Meyer, Christopher Musco","https://papers.nips.cc//paper_files/paper/2020/file/f4661398cb1a3abd3ffe58600bf11322-AuthorFeedback.pdf","2020"
"How does Weight Correlation Affect Generalisation Ability of Deep Neural Networks?","Gaojie Jin, Xinping Yi, Liang Zhang, Lijun Zhang, Sven Schewe, Xiaowei Huang","https://papers.nips.cc//paper_files/paper/2020/file/f48c04ffab49ff0e5d1176244fdfb65c-AuthorFeedback.pdf","2020"
"ContraGAN: Contrastive Learning for Conditional Image Generation","Minguk Kang, Jaesik Park","https://papers.nips.cc//paper_files/paper/2020/file/f490c742cd8318b8ee6dca10af2a163f-AuthorFeedback.pdf","2020"
"On the distance between two neural networks and the stability of learning","Jeremy Bernstein, Arash Vahdat, Yisong Yue, Ming-Yu Liu","https://papers.nips.cc//paper_files/paper/2020/file/f4b31bee138ff5f7b84ce1575a738f95-AuthorFeedback.pdf","2020"
"Self-Adaptable Point Processes with Nonparametric Time Decays","Zhimeng Pan, Zheng Wang, Jeff M Phillips, Shandian Zhe","https://papers.nips.cc//paper_files/paper/2021/file/243facb29564e7b448834a7c9d901201-Paper.pdf","2021"
"Graph Oracle Models, Lower Bounds, and Gaps for Parallel Stochastic Optimization","Blake E. Woodworth, Jialei Wang, Adam Smith, Brendan McMahan, Nati Srebro","https://papers.nips.cc//paper_files/paper/2018/file/3ec27c2cff04bc5fd2586ca36c62044e-Paper.pdf","2018"
"VectorAdam for Rotation Equivariant Geometry Optimization","Selena Zihan Ling, Nicholas Sharp, Alec Jacobson","https://papers.nips.cc//paper_files/paper/2022/file/1a774f3555593986d7d95e4780d9e4f4-Paper-Conference.pdf","2022"
"A Topological Filter for Learning with Label Noise","Pengxiang Wu, Songzhu Zheng, Mayank Goswami, Dimitris Metaxas, Chao Chen","https://papers.nips.cc//paper_files/paper/2020/file/f4e3ce3e7b581ff32e40968298ba013d-AuthorFeedback.pdf","2020"
"Offline Meta Reinforcement Learning -- Identifiability Challenges and Effective Data Collection Strategies","Ron Dorfman, Idan Shenfeld, Aviv Tamar","https://papers.nips.cc//paper_files/paper/2021/file/248024541dbda1d3fd75fe49d1a4df4d-Paper.pdf","2021"
"Personalized Federated Learning with Moreau Envelopes","Canh T. Dinh, Nguyen Tran, Josh Nguyen","https://papers.nips.cc//paper_files/paper/2020/file/f4f1f13c8289ac1b1ee0ff176b56fc60-AuthorFeedback.pdf","2020"
"Avoiding Side Effects in Complex Environments","Alex Turner, Neale Ratzlaff, Prasad Tadepalli","https://papers.nips.cc//paper_files/paper/2020/file/f50a6c02a3fc5a3a5d4d9391f05f3efc-AuthorFeedback.pdf","2020"
"No-regret Learning in Price Competitions under Consumer Reference Effects","Negin Golrezaei, Patrick Jaillet, Jason Cheuk Nam Liang","https://papers.nips.cc//paper_files/paper/2020/file/f51238cd02c93b89d8fbee5667d077fc-AuthorFeedback.pdf","2020"
"Multiple-Step Greedy Policies in Approximate and Online Reinforcement Learning","Yonathan Efroni, Gal Dalal, Bruno Scherrer, Shie Mannor","https://papers.nips.cc//paper_files/paper/2018/file/3f998e713a6e02287c374fd26835d87e-Paper.pdf","2018"
"An Off-policy Policy Gradient Theorem Using Emphatic Weightings","Ehsan Imani, Eric Graves, Martha White","https://papers.nips.cc//paper_files/paper/2018/file/3ef815416f775098fe977004015c6193-Paper.pdf","2018"
"Geometric Dataset Distances via Optimal Transport","David Alvarez-Melis, Nicolo Fusi","https://papers.nips.cc//paper_files/paper/2020/file/f52a7b2610fb4d3f74b4106fb80b233d-AuthorFeedback.pdf","2020"
"Task-Agnostic Amortized Inference of Gaussian Process Hyperparameters","Sulin Liu, Xingyuan Sun, Peter J. Ramadge, Ryan P. Adams","https://papers.nips.cc//paper_files/paper/2020/file/f52db9f7c0ae7017ee41f63c2a7353bc-AuthorFeedback.pdf","2020"
"A novel variational form of the Schatten-$p$ quasi-norm","Paris Giampouras, Rene Vidal, Athanasios Rontogiannis, Benjamin Haeffele","https://papers.nips.cc//paper_files/paper/2020/file/f53eb4122d5e2ce81a12093f8f9ce922-AuthorFeedback.pdf","2020"
"Energy-based Out-of-distribution Detection","Weitang Liu, Xiaoyun Wang, John Owens, Yixuan Li","https://papers.nips.cc//paper_files/paper/2020/file/f5496252609c43eb8a3d147ab9b9c006-AuthorFeedback.pdf","2020"
"On the Loss Landscape of Adversarial Training: Identifying Challenges and How to Overcome Them","Chen Liu, Mathieu Salzmann, Tao Lin, Ryota Tomioka, Sabine Süsstrunk","https://papers.nips.cc//paper_files/paper/2020/file/f56d8183992b6c54c92c16a8519a6e2b-AuthorFeedback.pdf","2020"
"Scaling the Poisson GLM to massive neural datasets through polynomial approximations","David Zoltowski, Jonathan W. Pillow","https://papers.nips.cc//paper_files/paper/2018/file/3fab5890d8113d0b5a4178201dc842ad-Paper.pdf","2018"
"User-Dependent Neural Sequence Models for Continuous-Time Event Data","Alex Boyd, Robert Bamler, Stephan Mandt, Padhraic Smyth","https://papers.nips.cc//paper_files/paper/2020/file/f56de5ef149cf0aedcc8f4797031e229-AuthorFeedback.pdf","2020"
"Active Structure Learning of Causal DAGs via Directed Clique Trees","Chandler Squires, Sara Magliacane, Kristjan Greenewald, Dmitriy Katz, Murat Kocaoglu, Karthikeyan Shanmugam","https://papers.nips.cc//paper_files/paper/2020/file/f57bd0a58e953e5c43cd4a4e5af46138-AuthorFeedback.pdf","2020"
"Convergence and Stability of Graph Convolutional Networks on Large Random Graphs","Nicolas Keriven, Alberto Bietti, Samuel Vaiter","https://papers.nips.cc//paper_files/paper/2020/file/f5a14d4963acf488e3a24780a84ac96c-AuthorFeedback.pdf","2020"
"BoTorch: A Framework for Efficient Monte-Carlo Bayesian Optimization","Maximilian Balandat, Brian Karrer, Daniel Jiang, Samuel Daulton, Ben Letham, Andrew G. Wilson, Eytan Bakshy","https://papers.nips.cc//paper_files/paper/2020/file/f5b1b89d98b7286673128a5fb112cb9a-AuthorFeedback.pdf","2020"
"Reconsidering Generative Objectives For Counterfactual Reasoning","Danni Lu, Chenyang Tao, Junya Chen, Fan Li, Feng Guo, Lawrence Carin","https://papers.nips.cc//paper_files/paper/2020/file/f5cfbc876972bd0d031c8abc37344c28-AuthorFeedback.pdf","2020"
"Robust Federated Learning: The Case of Affine Distribution Shifts","Amirhossein Reisizadeh, Farzan Farnia, Ramtin Pedarsani, Ali Jadbabaie","https://papers.nips.cc//paper_files/paper/2020/file/f5e536083a438cec5b64a4954abc17f1-AuthorFeedback.pdf","2020"
"Quantile Propagation for Wasserstein-Approximate Gaussian Processes","Rui Zhang, Christian Walder, Edwin V. Bonilla, Marian-Andrei Rizoiu, Lexing Xie","https://papers.nips.cc//paper_files/paper/2020/file/f5e62af885293cf4d511ceef31e61c80-AuthorFeedback.pdf","2020"
"Exposing flaws of generative model evaluation metrics and their unfair treatment of diffusion models","George Stein, Jesse Cresswell, Rasa Hosseinzadeh, Yi Sui, Brendan Ross, Valentin Villecroze, Zhaoyan Liu, Anthony L. Caterini, Eric Taylor, Gabriel Loaiza-Ganem","https://papers.nips.cc//paper_files/paper/2023/file/0bc795afae289ed465a65a3b4b1f4eb7-Paper-Conference.pdf","2023"
"Generating Adjacency-Constrained Subgoals in Hierarchical Reinforcement Learning","Tianren Zhang, Shangqi Guo, Tian Tan, Xiaolin Hu, Feng Chen","https://papers.nips.cc//paper_files/paper/2020/file/f5f3b8d720f34ebebceb7765e447268b-AuthorFeedback.pdf","2020"
"High-contrast “gaudy” images improve the training of deep neural network models of visual cortex","Benjamin Cowley, Jonathan W. Pillow","https://papers.nips.cc//paper_files/paper/2020/file/f610a13de080fb8df6cf972fc01ad93f-AuthorFeedback.pdf","2020"
"Duality-Induced Regularizer for Tensor Factorization Based Knowledge Graph Completion","Zhanqiu Zhang, Jianyu Cai, Jie Wang","https://papers.nips.cc//paper_files/paper/2020/file/f6185f0ef02dcaec414a3171cd01c697-AuthorFeedback.pdf","2020"
"Distributed Training with Heterogeneous Data: Bridging Median- and Mean-Based Algorithms","Xiangyi Chen, Tiancong Chen, Haoran Sun, Steven Z. Wu, Mingyi Hong","https://papers.nips.cc//paper_files/paper/2020/file/f629ed9325990b10543ab5946c1362fb-AuthorFeedback.pdf","2020"
"Hybrid Macro/Micro Level Backpropagation for Training Deep Spiking Neural Networks","Yingyezhe Jin, Wenrui Zhang, Peng Li","https://papers.nips.cc//paper_files/paper/2018/file/3fb04953d95a94367bb133f862402bce-Paper.pdf","2018"
"H-Mem: Harnessing synaptic plasticity with Hebbian Memory Networks","Thomas Limbacher, Robert Legenstein","https://papers.nips.cc//paper_files/paper/2020/file/f6876a9f998f6472cc26708e27444456-AuthorFeedback.pdf","2020"
"Neural Unsigned Distance Fields for Implicit Function Learning","Julian Chibane, Mohamad Aymen mir, Gerard Pons-Moll","https://papers.nips.cc//paper_files/paper/2020/file/f69e505b08403ad2298b9f262659929a-AuthorFeedback.pdf","2020"
"Curriculum By Smoothing","Samarth Sinha, Animesh Garg, Hugo Larochelle","https://papers.nips.cc//paper_files/paper/2020/file/f6a673f09493afcd8b129a0bcf1cd5bc-AuthorFeedback.pdf","2020"
"Fast Transformers with Clustered Attention","Apoorv Vyas, Angelos Katharopoulos, François Fleuret","https://papers.nips.cc//paper_files/paper/2020/file/f6a8dd1c954c8506aadc764cc32b895e-AuthorFeedback.pdf","2020"
"The Convex Relaxation Barrier, Revisited: Tightened Single-Neuron Relaxations for Neural Network Verification","Christian Tjandraatmadja, Ross Anderson, Joey Huchette, Will Ma, KRUNAL KISHOR PATEL, Juan Pablo Vielma","https://papers.nips.cc//paper_files/paper/2020/file/f6c2a0c4b566bc99d596e58638e342b0-AuthorFeedback.pdf","2020"
"Strongly Incremental Constituency Parsing with Graph Neural Networks","Kaiyu Yang, Jia Deng","https://papers.nips.cc//paper_files/paper/2020/file/f7177163c833dff4b38fc8d2872f1ec6-AuthorFeedback.pdf","2020"
"AOT: Appearance Optimal Transport Based Identity Swapping for Forgery Detection","Hao Zhu, Chaoyou Fu, Qianyi Wu, Wayne Wu, Chen Qian, Ran He","https://papers.nips.cc//paper_files/paper/2020/file/f718499c1c8cef6730f9fd03c8125cab-AuthorFeedback.pdf","2020"
"Uncertainty-Aware Learning for Zero-Shot Semantic Segmentation","Ping Hu, Stan Sclaroff, Kate Saenko","https://papers.nips.cc//paper_files/paper/2020/file/f73b76ce8949fe29bf2a537cfa420e8f-AuthorFeedback.pdf","2020"
"Differential Properties of Sinkhorn Approximation for Learning with Wasserstein Distance","Giulia Luise, Alessandro Rudi, Massimiliano Pontil, Carlo Ciliberto","https://papers.nips.cc//paper_files/paper/2018/file/3fc2c60b5782f641f76bcefc39fb2392-Paper.pdf","2018"
"The Cluster Description Problem - Complexity Results, Formulations and Approximations","Ian Davidson, Antoine Gourru, S Ravi","https://papers.nips.cc//paper_files/paper/2018/file/3fd60983292458bf7dee75f12d5e9e05-Paper.pdf","2018"
"Delta-STN: Efficient Bilevel Optimization for Neural Networks using Structured Response Jacobians","Juhan Bae, Roger B. Grosse","https://papers.nips.cc//paper_files/paper/2020/file/f754186469a933256d7d64095e963594-AuthorFeedback.pdf","2020"
